"ApplicationID","Hired","AgeBracket","TravelPreference","HiringDepartment","DistanceFromHome","EducationLevel","EducationField","Gender","Role","Internships","StandardHours","Summary","ExtraCurriculars"
"AA17418","No","Under 40","Travel_Rarely","Sales","21","3","Life Sciences","Male","Manager","4","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done  working for your company.  I have already done 4 internships, and can provide references.  As you can see, I am a hard worker  and I hope to hear from you soon.","Hockey"
"AA17419","No","40 and Over","Travel_Rarely","Research & Development","3","2","Life Sciences","Male","Research Director","3","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  Already I have done 3 internships, building valuable work experience.  I am a hard worker  and I am ready to start at your firm immediately.","Hockey, Hockey, Debating"
"AA17420","No","Under 40","Travel_Rarely","Sales","8","4","Marketing","Male","Sales Executive","0","80","I am a Marketing major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have done 0 internships, and can provide references.  As you can see, I am a hard worker  and would be a good additional at your firm.","Basketball"
"AA17421","No","40 and Over","Non-Travel","Sales","10","2","Medical","Male","Sales Executive","1","80","Hi there. I am applying for a role after completing my Medical major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have already done 1 internships.  As you can see, I am highly motivated  and I am a good match for the role.","Athletics"
"AA17422","No","40 and Over","Travel_Rarely","Sales","9","1","Life Sciences","Male","Sales Executive","1","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have completed 1 internships.  I am highly motivated  and I hope to hear from you soon.","Athletics, Rowing, Hockey, Hockey, Tennis, Athletics"
"AA17423","No","Under 40","Non-Travel","Sales","29","4","Life Sciences","Male","Sales Representative","2","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have already done 2 internships.  I am very dedicated  and I am a good match for the role.","Rowing"
"AA17424","No","Under 40","Travel_Rarely","Research & Development","2","3","Medical","Male","Manufacturing Director","5","80","I am a Medical major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  So far I have completed 5 internships, building valuable work experience.  I am highly motivated  and I am ready to start at your firm immediately.","Tennis, Rowing, Football"
"AA17425","No","40 and Over","Travel_Rarely","Research & Development","2","3","Medical","Male","Manufacturing Director","4","80","I am a Medical education, and wish to start my career in a corporate role working for your company.  Already I have done 4 internships, building valuable work experience.  I am highly motivated  and I am a good match for the role.","Athletics"
"AA17426","No","Under 40","Travel_Rarely","Research & Development","15","4","Other","Female","Research Scientist","8","80","Hi there. I am a Other major, with a passion to work in the corporate sector. I have done  working for your company.  Already I have done 8 internships.  As you can see, I am a hard worker  and would be a good additional at your firm.","Athletics"
"AA17427","No","Under 40","Travel_Rarely","Sales","3","3","Life Sciences","Male","Manager","8","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have completed 8 internships.  As you can see, I am highly motivated  and I hope to hear from you soon.","Tennis"
"AA17428","No","Under 40","Travel_Rarely","Human Resources","6","2","Medical","Male","Human Resources","8","80","I am a Medical major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have completed 8 internships, building work experience.  I am a hard worker  and would be a good additional at your firm.","Football, Soccer, Tennis"
"AA17429","Yes","40 and Over","Travel_Rarely","Research & Development","1","3","Medical","Male","Research Scientist","1","80","Hi there. I am a Medical education, and wish to start my career in a corporate role in the corporate sector.  I have already done 1 internships.  I am very dedicated  and I am ready to start at your firm immediately.","Hockey, Rowing, Basketball, Basketball, Debating, Rowing"
"AA17430","No","40 and Over","Non-Travel","Sales","4","3","Medical","Male","Sales Executive","1","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  working for your company.  So far I have completed 1 internships.  As you can see, I am a hard worker  and would be a good additional at your firm.","Basketball"
"AA17431","No","40 and Over","Travel_Rarely","Research & Development","1","3","Life Sciences","Male","Research Director","3","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  Already I have done 3 internships.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Hockey"
"AA17432","No","Under 40","Travel_Rarely","Research & Development","9","4","Life Sciences","Male","Laboratory Technician","4","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  I have completed 4 internships, building valuable work experience.  I am highly motivated  and I am ready to start at your firm immediately.","Athletics"
"AA17433","No","40 and Over","Non-Travel","Research & Development","5","3","Medical","Male","Manufacturing Director","0","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  Already I have done 0 internships, building work experience.  I am highly motivated  and I am a good match for the role.","Soccer"
